id_bien,adresse,surf_carrez,nb_lot,type_local,surf_reelle,nb_piece,idcom
4205C134432,7091   CHANTEMERLE,25.08,1,Appartement,24,2,88
4205D81522,7464   STATION DU GRAND PUY,46.93,1,Appartement,30,2,88
4205H2245,5525  RUE GRANDE,56.04,1,Appartement,40,2,88
4176AA1697,7042   LE VILLAGE,65.5,1,Appartement,32,2,89
486C4752,24  LOT LOTISSEMENT DU BERARD,60.66,1,Appartement,52,3,90
419AK22650,12  CHE DES ALPAGES,23.02,1,Appartement,23,1,91
419AD6319,6  RUE ANDRE HONNORAT,58.96,1,Appartement,60,3,91
419AD10613,7  RUE GRENETTE,46.21,2,Appartement,50,2,91
419AC2696,7089  AV REINE DES ALPES,25.44,1,Appartement,26,2,91
419AK43337,8  CHE DES PASQUIERS,38.9,1,Appartement,40,2,91
419AD996,3  RUE TRAVERSIERE,16.81,1,Appartement,18,1,91
419AH5526,3  CHE DE VILLEVIEILLE,64.96,2,Appartement,46,2,91
494G18057,7300  CHE DES BEAUMES,33.05,1,Appartement,33,2,92
494C23369,7153   LES HAUTES PLAINES,18.44,1,Appartement,18,1,92
494C23354,7153   LES HAUTES PLAINES,18.84,1,Appartement,18,1,92
494G188820,5637 A AV DES THERMES,25.32,1,Appartement,27,1,92
494G188852,5637 A AV DES THERMES,25.07,1,Appartement,27,1,92
494B57413,5028  CHE DE STE ANNETTE,102.87,1,Appartement,100,4,92
494G178278,117  AV DES THERMES,23.35,2,Appartement,24,1,92
494C100051,7224   LES HAUTES PLAINES,24.25,1,Appartement,24,1,92
494C938137,7024   LES HAUTES PLAINES,27.36,1,Appartement,27,1,92
494C93856,7023   LES HAUTES PLAINES,27.22,1,Appartement,27,1,92
494C22557,  RES LE CEZANNE,30.95,1,Appartement,30,1,92
494C997109,5038   LES VIEUX BAINS,27.18,1,Appartement,26,1,92
494C938119,7024   LES HAUTES PLAINES,27.5,1,Appartement,27,1,92
494C92849,7037   LES PLAINES,30,1,Appartement,28,1,92
494B53040,7245   LE CLOS DE L EDEN,36.24,1,Appartement,38,2,92
494B5745,5028  CHE DE STE ANNETTE,25.35,1,Appartement,25,1,92
494G155911,7149  RUE DES EAUX CHAUDES,28,1,Appartement,28,1,92
494C97164,5041 B  LES PLAINES,17.14,1,Appartement,17,1,92
4189Y77726,26   LE PONT,20.85,1,Maison,32,2,93
4189Y77728,28   LE PONT,21.71,1,Maison,32,2,93
4189Y77744,44   LE PONT,20.5,1,Maison,20,1,93
4145C5312,2 B IMP DE CARUPE,142.9,1,Appartement,147,5,94
4245AB781,6   ANCIENNE RTE D FORCALQUIER,80.26,1,Appartement,80,3,95
488ZE30513,7096   BEAUDINE,76.81,3,Appartement,74,4,96
488G1132,5  AV MARCEL ANDRE,33.8,1,Appartement,41,2,96
488G148315,155  RUE DOC CASIMIR CAIRE,42.73,2,Appartement,42,2,96
488G9211,1  REM DES CORDELIERS,27.26,1,Maison,29,1,96
488G6696,20  RUE MARIUS DEBOUT,49.2,1,Appartement,51,2,96
488F999246,3  RUE DU FRESQUIE,92.94,1,Maison,95,4,96
488G9933,16  AV SAINT PROMASSE,45.2,1,Appartement,50,2,96
488G3049,12  RUE LOUIS ANDRIEUX,64.99,1,Appartement,63,3,96
488G6081,3  RLE DES PRISONS,54.64,1,Appartement,56,3,96
488G216328,10  AV MARCEL ANDRE,46.42,2,Appartement,47,2,96
4203AA1315,7023   GRANDE MONTAGNE,29.66,1,Appartement,29,2,97
4112AA857,181  ALL DES AVETTES,82.37,1,Maison,79,5,98
4112D309235,320  AV DU DCT BERNARD FOUSSIER,15,2,Appartement,98,4,98
4112BN55719,9002 D  LES LAVANDES,83.88,2,Appartement,84,5,98
4112BR9628,14  ALL DE PROVENCE,63.73,1,Appartement,68,3,98
4112BR636240,9001  RES JEANNE D ARC,30.05,2,Appartement,31,1,98
4112BR6054,20  ALL DE PROVENCE,62.43,1,Appartement,60,2,98
4112AP1568,9013  BD PAUL MARTIN NALIN,56.52,1,Appartement,54,3,98
4112BH6023,9001   LA COLETTE,67,1,Appartement,64,4,98
4112BH6090,9001   LA COLETTE,54.33,1,Appartement,54,3,98
4112BR601,4  RUE DES ALPES,83.46,1,Appartement,82,4,98
4112BP2657,16  RUE DE L ARMISTICE,44.2,2,Appartement,52,2,98
4112BR117504,30  BD CHARLES DE GAULLE,53.81,1,Appartement,53,2,98
4112BS1801,9001   LA LUQUECE,68.19,2,Appartement,66,4,98
4112BS6426,70  AV JEAN GIONO,59.5,2,Appartement,63,3,98
4112BR34811,53  BD ELEMIR BOURGES,75.3,2,Appartement,75,3,98
4112AZ1222,9005  AV DES SAVELS,245.13,1,Maison,248,8,98
4112BI998,4  LOT LES BALCONS DU SOLEIL,50.04,1,Maison,49,2,98
4226AC851832,  RES LES MARMOTTES BLEUES,25.55,1,Appartement,29,2,99
4226AB8214,  RES PRA CHAUVET,37.55,1,Appartement,36,2,99
4226AB125102,  RES LES MELEZES,73.99,1,Appartement,59,3,99
4226AD1211477,  RES LE CHRISTIANA,24.87,1,Appartement,25,1,99
4226AC871301,  RES LA BERANGERE,32.84,1,Appartement,33,1,99
4226AB1455,  RES L EDELWEISS,42.72,1,Appartement,45,2,99
4226AD116130,  RES LA TOVIERE,30,1,Appartement,31,1,99
4226AB191007,  RES LA SAPINIERE,25.9,1,Appartement,25,1,99
4226AB98103,  RES LA ROCHAILLE,29.85,1,Appartement,29,1,99
4226AB22319,  RES LE MONOIKOS,56.19,1,Appartement,58,3,99
4226AB22190,  RES LE MONOIKOS,37.71,1,Appartement,39,1,99
4139D11141,5038   LE VILLAGE,40.4,1,Appartement,38,1,100
4151D1492,5154  RUE DE LA FERRAILLE,59.36,1,Maison,66,2,101
4143G4191,1  RUE JULES BOURDIN,39.16,1,Appartement,30,2,102
4143E15377,22  CHE DU GALOUBET,99.22,1,Appartement,100,4,102
479AC67539,7102  RTE DU LAC,61.53,1,Appartement,61,2,103
479AC296,5029  RUE DE LA GRANDE FONTAINE,119.4,1,Appartement,116,5,103
4242E1022,5177  RUE GRANDE,62.85,1,Appartement,70,3,104
4242ZK2741,16  LOT LES LOUVES,130.2,1,Appartement,114,5,104
4230C145514,5004  AV GEORGES DE SALVE,19.28,1,Appartement,19,1,105
4230G14003,6103   LES CHABRANDS,119.9,1,Maison,121,4,105
4244AI9043,20  RUE DE LA REPUBLIQUE,41.7,1,Appartement,15,1,106
4197AD654,156  RUE PIERRE MAITRE,97.07,1,Maison,87,4,107
4178F3092,5249  PL DU FOUR,152.65,1,Appartement,110,5,108
469C13986,5031   LE VILLAGE,36.42,2,Appartement,40,1,109
422H1497,5169   LE VILLAGE,25.95,1,Appartement,38,1,110
570AI8525,6374   RAVEL,46.78,1,Appartement,46,2,111
570AI8520,6374   RAVEL,29.33,1,Appartement,29,1,111
5153ZC732,5403   PEYRE CHOUSSOUS,19.15,1,Appartement,22,1,112
5153ZC24513,5338  COR DU CLOT CHENU,14.33,1,Appartement,16,1,112
584A148118,5141   BARBA,23.69,1,Appartement,22,1,113
5177AA176487,5360  ESP DESPIERRE,17.34,1,Appartement,17,1,114
5177AB11174,5258  ALL MARTIAL LUCIEN,44.71,2,Appartement,43,2,114
5177AB1682,5246  ALL AICARDI HUBERT,55.76,2,Appartement,35,1,114
5177AB8980,5324   LES ESCOUNDUS,18.63,1,Appartement,18,1,114
546AB6281,2  PROM DE L ARCHEVECHE,56.2,1,Appartement,65,4,115
546AB73610,16  PL BARTHELON,43.33,1,Appartement,43,3,115
546AB2653,5979 F RUE DE LA LIBERTE,54.25,1,Appartement,61,3,115
5156C2705338,5132   PIED DE CHANCHORE,59.6,1,Appartement,63,4,116
523AK33816,9218   SERRE PAIX,62.38,2,Appartement,70,3,117
523AC33629,38  RUE FRANCOIS CHABAS,45.08,1,Appartement,38,2,117
523AL232,9  AV MAURICE PETSCHE,72.72,2,Appartement,82,6,117
523AT79420,25  RUE PASTEUR,35.18,1,Appartement,35,2,117
523AR6324,11 B RUE PASTEUR,78.84,2,Appartement,78,4,117
523AP1337,21  GR GRANDE RUE,40.92,1,Appartement,40,1,117
523AH7612,7  AV ADRIEN DAURELLE,67,2,Appartement,66,4,117
523AL368458,8  AV GEN DE GAULLE,0.4,3,Appartement,26,1,117
523AR9525,2  RUE PASTEUR,66.45,1,Appartement,66,2,117
523AT87627,9190 3 ALL ALBERT BOURGES,68.23,2,Appartement,66,3,117
523AT79431,25  RUE PASTEUR,34.97,1,Appartement,35,2,117
596AC141115,5318   MERLETTE,49.61,2,Appartement,52,3,118
596AC361,5359   MERLETTE,56.5,2,Appartement,63,3,118
596AC3623,5359   MERLETTE,54.99,2,Appartement,63,3,118
596B3085187,5381   MERLETTE,18.04,1,Appartement,16,1,118
596AC17577,5316   MERLETTE,32.97,1,Appartement,33,2,118
596AC6835,5336   MERLETTE,63.2,2,Appartement,69,2,118
5101175C11238,5498  IMP TETE D'AMONT,80.48,1,Maison,47,4,119
5101F126217,5496   LES EYSSARDS DE PELVOUX,43.44,2,Appartement,44,2,119
56D330215,5721  AV CHARLES DE GAULLE,26.52,1,Appartement,26,1,120
561CO26633,6  RUE DES REMPARTS,25.61,1,Appartement,29,2,121
561AK3188,36  AV CDT DUMONT,65.39,1,Appartement,85,3,121
561CP9825,4  CRS VICTOR HUGO,43.36,2,Appartement,45,2,121
561CO728,2  RUE JEAN EYMAR,32.8,2,Appartement,32,2,121
561BY3113,44  RTE DE GRAFFINEL,59.9,1,Appartement,61,3,121
561CL151120,30 B RUE DE VALSERRES,28.61,2,Appartement,30,1,121
561CD356130,9001 B RUE DES MARRONNIERS,49.06,2,Appartement,49,2,121
561CL8591,1  CRS EMILE ZOLA,52.24,2,Appartement,45,2,121
51392AA9141,5255   LA JOUE DU LOUP,32,1,Appartement,32,2,122
5139AA20203,5162  RES LES ISSARTS,28.5,1,Appartement,30,2,122
5139AA121117,5141   LE BOIS D AUROUZE,23.66,1,Appartement,25,1,122
5139AA444,5398   SUPER DEVOLUY,30.72,1,Appartement,30,2,122
51392AA8643,5095   LA GRANDE SAGNE,30.74,1,Appartement,29,2,122
5139AA4412,5398   SUPER DEVOLUY,30.52,1,Appartement,30,2,122
51392AA31948,5000   LA JOUE DU LOUP,36.44,1,Appartement,36,2,122
5139AA121178,5141   LE BOIS D AUROUZE,26.42,1,Appartement,25,1,122
5139AA121213,5141   LE BOIS D AUROUZE,26.62,1,Appartement,25,1,122
51392AA20234,5220   LA JOUE DU LOUP,28.79,1,Appartement,28,2,122
5139AA122187,5141   LE BOIS D AUROUZE,16.99,1,Appartement,17,1,122
5139L729109,6051   SERRE SERRET,35.51,1,Appartement,35,2,122
564K2510,5001 A  LA CHAPELLE,69.45,2,Appartement,65,3,123
51AC9472,5183   L ADROIT D'ABRIES,37.09,1,Appartement,40,2,124
5161AK309138,5449  RES LES AGNEAUX,47.48,1,Appartement,61,2,125
5161AB41329,5732   LES ILES,24.64,1,Appartement,24,1,125
5161AD2229,63  RUE DE LA GUISANE,39.2,1,Appartement,40,3,125
5161AB4395,5725   LES ILES,28.32,1,Appartement,28,1,125
5179AN51112,6  AV DES MARTYRS,26.1,1,Appartement,25,1,126
5179AO2146,33  RUE JEAN JAURES,30.59,1,Appartement,31,1,126
54H103128,9000  RUE COTE GELEE,26,1,Appartement,24,1,127
598E271624,5243   LE LACAS,38.5,1,Appartement,39,2,128
598AB22122,5277   PRE LALLEGRE,28.96,2,Appartement,30,2,128
598AA75194,5170   PRE LONGIS,26.78,1,Appartement,27,1,128
598AB566,5165   PRE DES LAGIERS,27.06,1,Appartement,27,1,128
598AA10610,5244   PRE LONGIS,30.34,1,Appartement,31,1,128
5166AA1497,9  RUE VARANFRAIN,42.7,1,Appartement,40,2,129
5166AA20541,5216   FONTAINEBLEAU,33.5,1,Appartement,37,2,129
5119AA6229,5287   LES CHALPS,16.7,1,Appartement,17,1,130
5119AA28155,5240   LES CHALPS,18.45,1,Appartement,19,1,130
5119AA290209,5644   PELINCHE,39.3,2,Appartement,39,3,130
540B3491,6459   LES BERNARDS,59.66,1,Maison,69,3,131
540C942,5830   BOIS DE LA BLACHE,86.49,1,Maison,70,3,131
540AD3593,9007  RUE DES EYGUIERES,100.11,1,Maison,100,5,131
5110F236117,5290   CLOT DES LEOTHAUDS,21.2,1,Appartement,21,1,132
5110F236215,5293   LA TARTARASSE,23.08,1,Appartement,24,3,132
5110D725160,5076 A  LES UBACS,21.48,2,Appartement,22,2,132
5110C115055,5271 A  CLOT PEOUILLOUX,16.9,1,Appartement,17,1,132
5132D15174,17  RUE ST JULIEN,56.81,1,Appartement,56,3,133
5132D18146,9006  IMP PRE LAGRANGE,89.03,1,Maison,82,4,133
593C2141120,5316   ENTRE LA VIA,15.42,1,Appartement,14,1,134
579AI2525,5809   LE ROCHAS,28.56,1,Appartement,28,1,135
517AC2422,44  RUE DE LA TOUR,121.56,2,Appartement,122,5,136
565AA18021,5041  PL GEN ALBERT,51.85,1,Appartement,50,2,137
5164AC573,5212   SAINT FERREOL,119.95,3,Appartement,126,4,138
5164AD4723,51  LOT LES JARDINS DU MORGON,49.55,1,Appartement,57,3,138
585AB113814,5100 A  LE CHEF LIEU,25.1,3,Appartement,62,4,139
572ZE1145,5139   CANARD,14,1,Appartement,53,4,140
5111ZB925,5162 G  LE CHATEAU,101.99,1,Appartement,100,4,141
5133XB99190,5337   LES QUEYRETS ET PEYRON,49.21,1,Appartement,51,2,142
688LA31219,8  RUE ROSSINI,99.04,2,Appartement,98,4,143
688LB29933,27  RUE LAMARTINE,30.2,1,Appartement,95,3,143
688LS16999,20 B RUE MARCEAU,80.25,1,Appartement,82,3,143
688IM50712,98  BD PAPE JEAN 23,72.25,2,Appartement,72,4,143
688LB29936,  RUE LAMARTINE,19.23,1,Appartement,19,1,143
688KY16421,31  RUE HEROLD,56.45,1,Appartement,58,2,143
688KV8220,34  RUE DE LA BUFFA,18.02,1,Appartement,18,1,143
688KY13827,17  RUE GOUNOD,32.83,2,Appartement,33,2,143
688LO467240,10  AV CYRILLE BESSET,48.23,1,Appartement,46,2,143
688LB35015,23  RUE ASSALIT,34.04,1,Appartement,33,1,143
688KL4065,43 B BD STALINGRAD,36.26,1,Appartement,36,2,143
688LS954,29  AV VILLERMONT,69,1,Appartement,36,3,143
688IR7404,52  RUE MAL VAUBAN,13.69,1,Appartement,15,1,143
688LP224,4  AV VALROSE,68.75,2,Appartement,68,3,143
688KO1717,54  AV DE LA REPUBLIQUE,34.31,3,Appartement,33,2,143
688KM1124,34  BD STALINGRAD,68.35,1,Appartement,70,3,143
688LC34618,18  RUE FONCET,114.78,3,Appartement,111,4,143
688LP8212,65  AV GEORGE  5,30.76,1,Appartement,22,1,143
688LB257122,2 T RUE SPITALIERI,78.45,2,Appartement,80,4,143
688KT20129,9  RUE DU MARECHAL JOFFRE,64.25,1,Appartement,62,2,143
688IW25723,4  RUE MARALDI,118.14,1,Appartement,113,5,143
688LE363177,4  BD CIMIEZ,133.44,2,Appartement,144,4,143
688IT7312,9013   COL DE VILLEFRANCHE,96,2,Appartement,130,4,143
688IR180602,5  RUE CHANOINE ALBIN,28.32,1,Appartement,28,1,143
688KI22447,57  BD DU MONT BORON,93.6,1,Appartement,95,3,143
688KV1412,84  RUE DU MARECHAL JOFFRE,79.48,2,Appartement,76,2,143
688KM5822,40  BD STALINGRAD,19.88,1,Appartement,20,1,143
688LO31526,26  BD AUGUSTE RAYNAUD,43.48,2,Appartement,42,1,143
688KO2344,4  RUE BARLA,90.1,2,Appartement,91,3,143
688LE3348,3  MTE DESAMBROIS,19.11,1,Appartement,20,1,143
688KO28219,12  RUE CASSINI,24.92,1,Appartement,33,2,143
688KR11813,25  RUE BENOIT BUNICO,16.54,1,Appartement,16,1,143
688KS1125,3  RUE DE L OPERA,172.21,1,Appartement,158,5,143
688KR3927,6  RUE BENOIT BUNICO,36.11,1,Appartement,34,1,143
688IX14716,33  RUE ARSON,46.34,1,Appartement,46,3,143
688KY26534,9  RUE VERDI,17.05,1,Appartement,17,1,143
688KV4220,20  RUE CRONSTADT,131.09,2,Appartement,127,4,143
688ED29956,152  BD DE CESSOLE,53.84,1,Appartement,55,3,143
688KR27416,3  RUE MASCOINAT,31.2,1,Appartement,40,2,143
688LS29217,21  RUE VERNIER,86.82,2,Appartement,87,3,143
688HD2284004,1  RUE JOSEPH GAZAN,23.13,1,Appartement,22,1,143
688LC21818,31  RUE GIOFFREDO,78.01,1,Appartement,75,3,143
688IW20739,46  RUE AUGUSTE GAL,38.29,2,Appartement,34,2,143
688LE24019,29  AV PAULIANI,45.51,1,Appartement,45,4,143
688IW25119,5  BD GENERAL LOUIS DELFINO,33.27,1,Appartement,36,2,143
688EB180117,12  MTE CLAIRE VIRENQUE,81.04,2,Appartement,86,4,143
688LB47439,14  RUE MASSINGY,26.51,1,Appartement,36,1,143
688KO25722,12  RUE EMMANUEL PHILIBERT,73.71,1,Appartement,71,5,143
688KY12333,10  RUE VERDI,22.24,1,Appartement,23,1,143
688LC32157,9  RUE GUBERNATIS,44.01,1,Appartement,44,2,143
688LK26882,48  COR FRERE MARC,66.41,1,Appartement,66,4,143
688LT475,35  BD JOSEPH GARNIER,68.39,1,Appartement,75,3,143
688KY27326,40  BD VICTOR HUGO,154,2,Appartement,130,5,143
688LB4998,31  RUE DE LEPANTE,81.26,1,Appartement,81,3,143
688LT421236,21  RUE DABRAY,54.03,2,Appartement,55,2,143
688KC3422,99  AV HESPERIDES,27.57,1,Appartement,30,2,143
688KM598,1  RLE DES MOULINS,44.15,1,Appartement,42,3,143
688IX4713,3  RUE BARBERIS,82.1,1,Appartement,95,3,143
688IR42258,20  RUE ALBERT VOISIN,34.65,1,Appartement,35,2,143
688LS272228,14  RUE TRACHEL,37.1,1,Appartement,34,2,143
688LC2242026,39  RUE GIOFFREDO,53.08,1,Appartement,52,2,143
688LB5341,12  RUE MIRON,13.55,1,Appartement,14,1,143
688KR18812,12  RUE ABBAYE,60.77,1,Appartement,59,4,143
688LT7350,39  BD JOSEPH GARNIER,22.2,1,Appartement,30,1,143
688KR15817,6  RUE SAINTE REPARATE,95.59,1,Appartement,78,3,143
688IX16826,45  RUE SMOLETT,26.41,1,Appartement,25,2,143
688IX184110,1  BD DE RIQUIER,60.32,1,Appartement,56,2,143
688LM160336,98  AV VALROSE,42.14,1,Appartement,46,2,143
688LR828,20  AV VILLEBOIS MAREUIL,88.1,2,Appartement,86,3,143
688KY14016,45  RUE ROSSINI,69.7,1,Appartement,61,3,143
688KL163182,19 B BD FRANCK PILATTE,104.48,3,Appartement,100,4,143
688ED2355,116  BD DE CESSOLE,44.49,2,Appartement,25,1,143
688KO32240,14  RUE CASSINI,26.55,1,Appartement,26,1,143
688LR17241,16  AV RAYMOND COMBOUL,26.67,1,Appartement,26,1,143
688KR23639,7  RUE SAINT VINCENT,38.1,1,Appartement,46,2,143
688LN3281,24  AV AUGUSTE BERCY,265.26,1,Appartement,253,5,143
688LO71618,14 T AV BORRIGLIONE,80.6,1,Appartement,35,3,143
688LC312108,5  RUE GUSTAVE DELOYE,22.08,1,Appartement,21,1,143
688KL172329,11 B BD FRANCK PILATTE,44.36,1,Appartement,43,2,143
688KO927,39  RUE BONAPARTE,56.1,1,Appartement,57,4,143
688LD2815,24  RUE DELILLE,49.73,1,Appartement,52,2,143
688LB29949,27  RUE LAMARTINE,20.77,1,Appartement,126,5,143
688IY26368,18  BD DE RIQUIER,42.24,1,Appartement,41,2,143
688LA157165,43  AV JEAN MEDECIN,44.77,1,Appartement,46,2,143
688KY294211,44  BD GAMBETTA,91,1,Appartement,90,3,143
688KY16146,32  RUE VERDI,42.9,1,Appartement,43,1,143
688LO702155,7  RUE DU SOLEIL,51.15,2,Appartement,51,2,143
688LE46622,19  AV D ANVERS,78.87,2,Appartement,85,3,143
688ED25225,33  AV STEPHEN LIEGEARD,15.24,1,Appartement,19,1,143
688LB784,25  AV DESAMBROIS,220.02,2,Appartement,209,7,143
688KI212,8  CHE DES CRETES,271.58,1,Appartement,25,1,143
688LB18328,10  BD DUBOUCHAGE,22.75,1,Appartement,25,1,143
688LD939,17  RUE PENCHIENATTI,35.87,1,Appartement,36,2,143
688LN5856,5  RUE DES BOERS,131.19,1,Appartement,100,4,143
688HI100124,132  AV DE BRANCOLAR,110.6,3,Appartement,118,4,143
688KY9356,37  AV G CLEMENCEAU,50.32,1,Appartement,53,2,143
688HY34410,190  RTE DE TURIN,33.33,1,Appartement,33,2,143
688KS1831,14  RUE DES PONCHETTES,63.6,1,Maison,72,4,143
688IR35079,23  AV GIACOBI,19.39,1,Appartement,19,1,143
688LO5008,2  RUE PARMENTIER,9.82,1,Appartement,10,1,143
688KY18429,63  RUE ROSSINI,51.5,1,Appartement,50,2,143
688KO3518,16  PL GARIBALDI,185.05,1,Appartement,90,3,143
688LD5810,8  AV SAINT JEAN BAPTISTE,60.13,1,Appartement,49,2,143
688IV32160,10  RUE LAURENT GIAUME,45,1,Appartement,45,2,143
688LC97301,32  RUE L HOTEL POSTES,55.86,1,Appartement,63,2,143
688KV11813,39  RUE DU MARECHAL JOFFRE,90.53,1,Appartement,86,4,143
688LB5021,15  RUE ASSALIT,80.27,2,Appartement,82,4,143
688IR78,8  RUE SORGENTINO,34.93,1,Appartement,36,2,143
688KR23695,15  RUE DE LA PREFECTURE,6.67,1,Appartement,15,1,143
688KR23694,15  RUE DE LA PREFECTURE,15.9,1,Appartement,15,1,143
688KV151802,3  RUE DU CONGRES,26.2,2,Appartement,26,1,143
688LT15036,41  RUE CLEMENT ROASSAL,34.39,2,Appartement,34,1,143
688KS799,2  RUE DE LA POISSONNERIE,115.22,1,Appartement,120,4,143
688LS14317,5 T AV MIRABEAU,37.98,2,Appartement,40,1,143
688LB49446,22  BD DUBOUCHAGE,80.71,1,Appartement,84,4,143
688LB29110,2  RUE EMMA ET PHILIPPE TIRANTY,109.5,2,Appartement,113,5,143
688IX15817,50  RUE ARSON,77.62,1,Appartement,39,2,143
688IW2786,13  RUE MARALDI,41.24,1,Appartement,30,2,143
688IX2454,15  RUE RIBOTTI,50.04,1,Appartement,60,3,143
688LA1988,17  RUE DE RUSSIE,89.66,1,Appartement,88,4,143
688IR42230,20  RUE ALBERT VOISIN,32.6,1,Appartement,31,2,143
688IV440375,20  BD ARMEE DES ALPES,66.35,1,Appartement,66,3,143
688KL4118,45  BD STALINGRAD,91.17,2,Appartement,100,5,143
688IR513547,25  RUE DE ROQUEBILLIERE,56.89,2,Appartement,56,3,143
688KY17446,38  RUE VERDI,89.5,2,Appartement,86,3,143
688EB9612,6  AV RENE BOYLESVE,44.11,2,Appartement,44,3,143
688KO21328,9 B RUE EMMANUEL PHILIBERT,33.04,1,Appartement,60,3,143
688KO16126,42  RUE BONAPARTE,26.05,1,Appartement,25,1,143
688LI24622,9  AV MARECHAL LYAUTEY,18.69,1,Appartement,21,1,143
688LT206253,25  RUE TRACHEL,34.33,2,Appartement,33,1,143
688IZ14132,3  AV URBAIN BOSIO,36.55,1,Appartement,36,2,143
688IX19466,1  RUE DE ORESTIS,38.58,1,Appartement,38,2,143
688IW34421,54  RUE AUGUSTE GAL PROLONGEE,40.75,1,Appartement,41,2,143
688EC3546,30  BD GORBELLA,53.19,1,Appartement,57,3,143
688KT22417,1  RUE MACCARANI,61.35,1,Appartement,65,3,143
688IW1739,49  BD GENERAL LOUIS DELFINO,56.19,1,Appartement,60,2,143
688KY2174,8  RUE GUIGLIA,98.18,1,Appartement,85,3,143
688IY2347,2  RUE FONTAINE DE LA VILLE,38.82,1,Appartement,35,3,143
688LA10651,15  RUE DE BELGIQUE,14.35,1,Appartement,14,1,143
688IX89169,30  BD GENERAL LOUIS DELFINO,41.36,1,Appartement,39,2,143
688KY14419,18  RUE BERLIOZ,150.36,2,Appartement,153,5,143
688IX8682,28  RUE GEORGES VILLE,18.18,1,Appartement,17,1,143
688LB42411,22 T BD DUBOUCHAGE,18.81,1,Appartement,20,1,143
688HD71181,167  AV MARECHAL LYAUTEY,32.24,2,Appartement,32,1,143
688LA2841,1  RUE VICTOR JUGE,164.4,1,Appartement,30,1,143
688KY25170,10  RUE BERLIOZ,89.27,1,Appartement,91,4,143
688IP11318022,36  RTE DE TURIN,64.2,1,Appartement,64,3,143
688EI39487,18  AV GRAVIER,52.32,1,Appartement,57,4,143
688KY3310,30  RUE GUIGLIA,75.25,2,Appartement,73,2,143
688KN193,12  PL GUYNEMER,57.1,1,Appartement,44,3,143
688LB25616,6  RUE LAMARTINE,35.02,2,Appartement,33,2,143
688LP3935,13  AV CARAVADOSSI,114.02,1,Appartement,127,5,143
688KO1475,4  RUE RUSCA,58.27,1,Appartement,55,3,143
688HB812,1  PARC LISERB,142.86,1,Appartement,141,3,143
688IY24710,8  BD DE RIQUIER,34.02,1,Appartement,34,2,143
688LS19444,14  RUE MARCEAU,59.25,1,Appartement,53,2,143
688KO19021,3  RUE FODERE,26.75,1,Appartement,32,2,143
688KP11524,9002  ILOT GUIGONIS ST FRANCOIS,56.05,2,Appartement,46,2,143
688KZ1862,11  RUE TRACHEL,51.15,1,Appartement,69,2,143
688LS17212,9  RUE DIDEROT,27.03,1,Appartement,34,1,143
688KO19019,3  RUE FODERE,22.24,1,Appartement,32,2,143
688HB35329,71  BD CIMIEZ,140.7,2,Appartement,150,4,143
688KI5778,7  CHE DES CRETES,35.5,1,Appartement,40,1,143
688KL16263,21  BD FRANCK PILATTE,68.6,1,Appartement,61,3,143
688LB224,19  BD RAIMBALDI,73.07,1,Appartement,85,3,143
688IX151100,54  BD GENERAL LOUIS DELFINO,53.37,2,Appartement,55,2,143
688KS8411,3  RUE JULES GILLY,83.52,1,Appartement,68,4,143
688LC8318,22  RUE L HOTEL POSTES,125.28,2,Appartement,120,5,143
688LS41033,7  RUE VILLENEUVE,53.72,2,Appartement,57,2,143
688KV17418,2  RUE BARRALIS,41.51,1,Appartement,47,2,143
688EI931133,11  HLM RUE CH BAUDELAIRE,60.34,1,Appartement,59,3,143
688LB13958,10  AV MARECHAL FOCH,25.49,1,Appartement,26,1,143
688KM44125,21  RUE EMMANUEL PHILIBERT,17.55,1,Appartement,17,1,143
688IX2725,21  AV DE LA REPUBLIQUE,36.22,1,Appartement,35,3,143
688HD1035,6  RUE FRANCOIS CARLO,28.89,1,Appartement,30,1,143
688KV24739,54  RUE DE FRANCE,56.32,1,Appartement,60,3,143
688IY512,78  BD GENERAL LOUIS DELFINO,33.53,1,Appartement,34,2,143
688LA437395,10  AV DURANTE,27,2,Appartement,200,7,143
688EC8055,1  AV CHATEAUBRIAND,73.43,2,Appartement,74,3,143
688IY89129,6  RUE ABBE SALVETTI,16.8,1,Appartement,16,1,143
688LC2242046,39  RUE GIOFFREDO,39.79,1,Appartement,33,1,143
688KR21828,3  RUE COLONNA D ISTRIA,41.01,1,Appartement,41,3,143
688LT851068,136  BD GAMBETTA,54.49,2,Appartement,60,3,143
688KY22629,7  RUE BERLIOZ,41.27,1,Appartement,42,2,143
688HD20440,7  AV ANTONIA AUGUSTA,23.04,1,Appartement,23,1,143
688KO25553,3  RUE MARTIN SEYTOUR,27.08,1,Appartement,29,1,143
688KC3493,99  AV HESPERIDES,43.08,1,Appartement,30,2,143
688LB10228,16  AV NOTRE DAME,55.32,1,Appartement,55,3,143
688KM4549,4  QUAI PAPACINO,38.78,1,Appartement,39,2,143
688LC10023,37  RUE PASTORELLI,47.35,1,Appartement,40,2,143
688KC3421,99  AV HESPERIDES,26.08,1,Appartement,33,2,143
688LB42213,32  BD DUBOUCHAGE,65.28,2,Appartement,70,2,143
688EV1221,93  AV DE RIMIEZ,288.59,1,Maison,277,6,143
688HD243145,9  VOIE ROMAINE,21.83,2,Appartement,20,1,143
